小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
大宋将门,0.000719,0.000106,0.000266,0.000506,0.000559,0.000266,0.000559,0.000133,0.000106,5.30E-05,8.00E-05,8.00E-05,0.000106,5.30E-05,0.000186,5.30E-05,0.000373,0.000186,8.00E-05,0.000133,0.000186,8.00E-05,2.70E-05,0.000266,0.000106,5.30E-05,0.000106,8.00E-05,0.706595,5.30E-05,0.706595,0.000692,8.00E-05,0.000133,0.000106,5.30E-05,5.30E-05,2.70E-05,0.000133,2.70E-05,8.00E-05,0.706595,2.70E-05,0.706595,0.706595,2.70E-05,0.706595,0.706595,0.000452,0.000186,0.000106,2.70E-05,0.00024,0.706595,2.70E-05,5.30E-05,2.70E-05,8.00E-05,5.30E-05,8.00E-05,8.00E-05,0.001171,5.30E-05,5.30E-05,5.30E-05,0.706595,0.000319,2.70E-05,5.30E-05,5.30E-05,2.70E-05,0.706595,2.70E-05,0.000133,2.70E-05,2.70E-05,2.70E-05,0.000106,8.00E-05,2.70E-05,0.706595,0.000319,2.70E-05,0.000106,8.00E-05,2.70E-05,5.30E-05,5.30E-05,0.000798,0.706595,2.70E-05,0.706595,0.000106,2.70E-05,5.30E-05,0.706595,0.706595,0.706595,5.30E-05,8.00E-05,0.00024,0.000106,2.70E-05,0.000106,0.706595,2.70E-05,0.706595,2.70E-05,0.706595,2.70E-05,8.00E-05,2.70E-05,2.70E-05,2.70E-05,0.000106,2.70E-05,0.000106,0.000213,0.00024,5.30E-05,0.001943,2.70E-05,0.000106,0.000106,2.70E-05,0.706595,2.70E-05,2.70E-05,2.70E-05,2.70E-05,0.706595,2.70E-05,2.70E-05,5.30E-05,2.70E-05,2.70E-05,0.000133,2.70E-05,2.70E-05,2.70E-05,2.70E-05,2.70E-05,2.70E-05,2.70E-05,5.30E-05,2.70E-05,2.70E-05,5.30E-05,0.706595,2.70E-05,5.30E-05,0.706595,2.70E-05,0.00016,2.70E-05,5.30E-05,0.706595,2.70E-05,0.706595,5.30E-05,2.70E-05,2.70E-05,8.00E-05,5.30E-05,0.000133,2.70E-05,5.30E-05,5.30E-05,0.706595,5.30E-05,0.706595,0.706595,0.000106,0.000213,2.70E-05,2.70E-05,8.00E-05,5.30E-05,0.706595,2.70E-05,2.70E-05,0.706595,2.70E-05,5.30E-05,0.706595,5.30E-05,5.30E-05,0.000106,0.000106,0.706595,8.00E-05,0.706595,0.706595,2.70E-05,0.001065,0.000985,0.706595,2.70E-05,8.00E-05,0.706595,succ
大宋金手指,0.000366,0.000137,0.000298,0.000229,0.000183,0.000206,0.000229,0.00032,0.000275,2.30E-05,0.000412,0.000183,2.30E-05,2.30E-05,0.000229,4.60E-05,9.20E-05,6.90E-05,6.90E-05,0.000114,4.60E-05,4.60E-05,4.60E-05,0.000137,0.000114,0.000114,0.000137,0.000114,0.000229,9.20E-05,9.20E-05,2.30E-05,9.20E-05,0.000114,0.00016,2.30E-05,2.30E-05,0.000114,4.60E-05,0.000114,0.000114,0.705461,2.30E-05,2.30E-05,4.60E-05,0.00016,9.20E-05,0.000504,4.60E-05,0.000137,4.60E-05,4.60E-05,2.30E-05,4.60E-05,9.20E-05,2.30E-05,0.00016,9.20E-05,2.30E-05,6.90E-05,0.000114,9.20E-05,4.60E-05,0.000938,0.000755,0.000504,2.30E-05,2.30E-05,9.20E-05,6.90E-05,4.60E-05,0.705461,6.90E-05,2.30E-05,2.30E-05,6.90E-05,0.000458,4.60E-05,6.90E-05,0.000206,0.705461,4.60E-05,0.001556,0.000229,0.705461,9.20E-05,2.30E-05,0.705461,0.001236,6.90E-05,0.000114,0.000183,0.000183,6.90E-05,4.60E-05,6.90E-05,2.30E-05,2.30E-05,6.90E-05,6.90E-05,2.30E-05,9.20E-05,4.60E-05,0.000137,2.30E-05,0.00016,0.705461,9.20E-05,0.705461,0.000114,0.00016,0.705461,2.30E-05,2.30E-05,2.30E-05,6.90E-05,0.000137,6.90E-05,2.30E-05,2.30E-05,0.000366,0.00016,2.30E-05,2.30E-05,0.705461,2.30E-05,0.705461,2.30E-05,4.60E-05,6.90E-05,2.30E-05,0.000458,4.60E-05,2.30E-05,4.60E-05,0.705461,0.705461,2.30E-05,2.30E-05,4.60E-05,2.30E-05,0.705461,0.000206,0.705461,0.000114,0.001556,6.90E-05,0.000137,6.90E-05,4.60E-05,2.30E-05,4.60E-05,9.20E-05,4.60E-05,4.60E-05,6.90E-05,2.30E-05,2.30E-05,0.705461,2.30E-05,2.30E-05,9.20E-05,2.30E-05,2.30E-05,9.20E-05,4.60E-05,0.000183,2.30E-05,0.705461,0.705461,0.705461,4.60E-05,9.20E-05,0.000687,6.90E-05,0.00016,4.60E-05,2.30E-05,4.60E-05,4.60E-05,2.30E-05,0.705461,2.30E-05,4.60E-05,4.60E-05,2.30E-05,2.30E-05,4.60E-05,0.705461,0.000114,6.90E-05,4.60E-05,4.60E-05,2.30E-05,0.000938,0.000114,0.000298,2.30E-05,4.60E-05,4.60E-05,succ
大宋权相,0.000468,0.000258,0.000727,0.000275,0.00042,0.000242,3.20E-05,3.20E-05,0.000113,1.60E-05,4.80E-05,0.000113,0.000194,8.10E-05,6.50E-05,9.70E-05,0.000161,0.000145,0.000258,0.000468,3.20E-05,1.60E-05,6.50E-05,0.000178,6.50E-05,9.70E-05,8.10E-05,9.70E-05,3.20E-05,1.60E-05,0.000129,0.705807,0.000161,0.000113,0.000161,0.000113,0.000145,1.60E-05,0.000194,8.10E-05,6.50E-05,0.000145,3.20E-05,3.20E-05,4.80E-05,4.80E-05,4.80E-05,1.60E-05,1.60E-05,8.10E-05,1.60E-05,0.705807,3.20E-05,0.705807,9.70E-05,8.10E-05,1.60E-05,9.70E-05,1.60E-05,0.000275,4.80E-05,0.000178,4.80E-05,1.60E-05,4.80E-05,0.705807,6.50E-05,0.000194,1.60E-05,1.60E-05,1.60E-05,0.705807,3.20E-05,1.60E-05,1.60E-05,6.50E-05,1.60E-05,0.00021,0.000339,0.00021,0.705807,0.000145,3.20E-05,0.000145,0.000194,0.00084,8.10E-05,0.000178,1.60E-05,6.50E-05,3.20E-05,1.60E-05,3.20E-05,3.20E-05,0.000129,0.705807,3.20E-05,0.705807,1.60E-05,4.80E-05,0.705807,0.000161,3.20E-05,9.70E-05,0.705807,1.60E-05,1.60E-05,9.70E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,4.80E-05,3.20E-05,1.60E-05,1.60E-05,1.60E-05,0.00021,9.70E-05,0.000129,0.001712,0.000161,0.000178,9.70E-05,9.70E-05,0.705807,3.20E-05,8.10E-05,3.20E-05,3.20E-05,9.70E-05,4.80E-05,1.60E-05,1.60E-05,3.20E-05,3.20E-05,0.705807,8.10E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,3.20E-05,1.60E-05,0.705807,1.60E-05,3.20E-05,3.20E-05,4.80E-05,3.20E-05,6.50E-05,0.000161,8.10E-05,0.000226,0.705807,4.80E-05,6.50E-05,0.705807,0.705807,8.10E-05,1.60E-05,0.000129,6.50E-05,1.60E-05,9.70E-05,0.705807,1.60E-05,0.000129,3.20E-05,4.80E-05,1.60E-05,0.705807,3.20E-05,0.000598,1.60E-05,1.60E-05,9.70E-05,4.80E-05,3.20E-05,1.60E-05,3.20E-05,9.70E-05,3.20E-05,1.60E-05,3.20E-05,3.20E-05,1.60E-05,3.20E-05,3.20E-05,0.705807,9.70E-05,0.705807,1.60E-05,3.20E-05,1.60E-05,1.60E-05,3.20E-05,9.70E-05,9.70E-05,0.705807,succ
大宋私生子,0.000813,0.000535,0.000257,0.000385,0.000278,0.000235,6.40E-05,0.00015,0.000128,0.000107,0.0003,2.10E-05,0.000342,0.000193,0.000321,0.000193,0.00015,8.60E-05,0.0003,0.000107,0.000128,2.10E-05,0.000214,0.000321,6.40E-05,6.40E-05,8.60E-05,0.000107,0.000171,0.00015,6.40E-05,6.40E-05,0.000235,0.000107,0.00015,8.60E-05,0.00015,8.60E-05,0.000128,2.10E-05,6.40E-05,6.40E-05,2.10E-05,2.10E-05,2.10E-05,2.10E-05,0.700734,8.60E-05,0.000128,8.60E-05,2.10E-05,2.10E-05,4.30E-05,2.10E-05,2.10E-05,4.30E-05,4.30E-05,2.10E-05,0.000171,4.30E-05,4.30E-05,2.10E-05,8.60E-05,0.00015,0.000513,0.0003,4.30E-05,6.40E-05,0.000193,0.000342,4.30E-05,2.10E-05,0.000171,8.60E-05,2.10E-05,0.0003,6.40E-05,2.10E-05,4.30E-05,2.10E-05,0.700734,6.40E-05,2.10E-05,0.000107,2.10E-05,0.000278,2.10E-05,0.000128,0.000749,0.000128,2.10E-05,0.0003,8.60E-05,2.10E-05,6.40E-05,4.30E-05,0.700734,0.700734,0.700734,2.10E-05,0.000107,6.40E-05,4.30E-05,0.700734,0.700734,2.10E-05,0.700734,0.700734,0.700734,0.00015,0.00015,2.10E-05,0.000107,2.10E-05,2.10E-05,6.40E-05,0.000128,2.10E-05,2.10E-05,2.10E-05,0.001498,2.10E-05,0.000107,0.000663,4.30E-05,0.700734,2.10E-05,2.10E-05,2.10E-05,0.000193,0.700734,2.10E-05,2.10E-05,8.60E-05,0.000128,0.000193,4.30E-05,0.000128,2.10E-05,2.10E-05,4.30E-05,0.000128,2.10E-05,2.10E-05,0.700734,0.000107,0.000107,8.60E-05,0.000257,8.60E-05,4.30E-05,2.10E-05,0.000193,0.000257,0.00015,0.000107,0.700734,2.10E-05,2.10E-05,6.40E-05,2.10E-05,4.30E-05,6.40E-05,4.30E-05,2.10E-05,0.700734,0.000984,6.40E-05,0.700734,8.60E-05,0.700734,2.10E-05,2.10E-05,0.000706,4.30E-05,2.10E-05,4.30E-05,4.30E-05,8.60E-05,2.10E-05,4.30E-05,0.700734,2.10E-05,0.700734,0.000128,0.000128,0.000171,2.10E-05,6.40E-05,0.700734,8.60E-05,2.10E-05,4.30E-05,4.30E-05,0.000984,2.10E-05,0.000235,2.10E-05,2.10E-05,2.10E-05,succ
大宋之安居乐业,0.001055,0.000313,0.000643,0.000494,0.000264,0.000214,0.000115,3.30E-05,9.90E-05,1.60E-05,0.000363,0.000148,0.000115,0.000165,0.00033,3.30E-05,6.60E-05,6.60E-05,6.60E-05,0.000165,3.30E-05,1.60E-05,0.000264,0.000165,4.90E-05,0.000132,0.000148,6.60E-05,0.710728,0.000132,4.90E-05,1.60E-05,6.60E-05,9.90E-05,9.90E-05,9.90E-05,0.000115,6.60E-05,1.60E-05,1.60E-05,8.20E-05,0.000214,1.60E-05,0.710728,3.30E-05,6.60E-05,3.30E-05,4.90E-05,1.60E-05,8.20E-05,1.60E-05,0.710728,0.000198,0.710728,6.60E-05,1.60E-05,0.000231,8.20E-05,0.000148,0.000132,0.000725,0.000181,1.60E-05,0.000396,0.00056,0.000709,3.30E-05,1.60E-05,6.60E-05,8.20E-05,8.20E-05,3.30E-05,8.20E-05,1.60E-05,3.30E-05,0.000198,6.60E-05,0.000214,0.000132,9.90E-05,1.60E-05,8.20E-05,0.000264,1.60E-05,6.60E-05,1.60E-05,3.30E-05,6.60E-05,0.000132,4.90E-05,1.60E-05,9.90E-05,1.60E-05,0.000132,6.60E-05,0.710728,1.60E-05,0.710728,1.60E-05,0.000115,3.30E-05,6.60E-05,1.60E-05,0.710728,0.710728,3.30E-05,3.30E-05,1.60E-05,0.000132,8.20E-05,4.90E-05,1.60E-05,0.000132,6.60E-05,8.20E-05,0.000132,3.30E-05,0.000214,4.90E-05,3.30E-05,1.60E-05,4.90E-05,9.90E-05,8.20E-05,0.000165,0.000412,0.710728,6.60E-05,0.000264,1.60E-05,1.60E-05,1.60E-05,3.30E-05,1.60E-05,1.60E-05,0.000264,1.60E-05,6.60E-05,1.60E-05,1.60E-05,1.60E-05,0.000115,9.90E-05,1.60E-05,0.000132,3.30E-05,9.90E-05,3.30E-05,0.000181,1.60E-05,0.710728,0.710728,0.000742,0.000544,9.90E-05,8.20E-05,0.710728,9.90E-05,0.710728,4.90E-05,1.60E-05,3.30E-05,6.60E-05,0.000132,0.710728,8.20E-05,1.60E-05,1.60E-05,0.710728,1.60E-05,0.710728,3.30E-05,4.90E-05,0.000775,3.30E-05,4.90E-05,4.90E-05,1.60E-05,1.60E-05,4.90E-05,1.60E-05,0.710728,9.90E-05,3.30E-05,3.30E-05,1.60E-05,4.90E-05,4.90E-05,0.000132,0.710728,0.000132,1.60E-05,3.30E-05,3.30E-05,0.000791,1.60E-05,1.60E-05,6.60E-05,6.60E-05,1.60E-05,succ
大宋之风流才子,0.000563,0.000611,0.000305,8.00E-05,0.000273,0.000193,0.000129,0.000209,0.00045,1.60E-05,0.000579,0.000193,0.000193,0.000161,0.000177,0.000129,0.000273,9.60E-05,3.20E-05,0.000145,4.80E-05,1.60E-05,0.000145,0.000273,0.000145,0.000145,8.00E-05,0.000129,0.000145,0.000241,0.000354,1.60E-05,0.000177,0.000129,4.80E-05,9.60E-05,9.60E-05,3.20E-05,0.000209,0.000225,0.000145,1.60E-05,1.60E-05,1.60E-05,0.000161,0.000129,0.703803,0.000289,3.20E-05,8.00E-05,3.20E-05,3.20E-05,1.60E-05,3.20E-05,6.40E-05,3.20E-05,0.000305,8.00E-05,6.40E-05,4.80E-05,8.00E-05,0.000113,1.60E-05,4.80E-05,0.000643,0.703803,3.20E-05,0.000161,4.80E-05,1.60E-05,1.60E-05,4.80E-05,0.000145,9.60E-05,0.000113,8.00E-05,0.000273,3.20E-05,8.00E-05,0.000161,1.60E-05,1.60E-05,1.60E-05,1.60E-05,9.60E-05,1.60E-05,3.20E-05,0.703803,0.000788,4.80E-05,3.20E-05,0.000193,1.60E-05,4.80E-05,6.40E-05,6.40E-05,4.80E-05,0.000145,1.60E-05,0.000209,0.000273,3.20E-05,1.60E-05,1.60E-05,6.40E-05,0.000498,0.703803,8.00E-05,0.703803,1.60E-05,9.60E-05,6.40E-05,3.20E-05,3.20E-05,1.60E-05,3.20E-05,3.20E-05,4.80E-05,0.000113,3.20E-05,3.20E-05,0.000113,3.20E-05,1.60E-05,0.000129,0.703803,0.000964,1.60E-05,1.60E-05,1.60E-05,9.60E-05,8.00E-05,4.80E-05,1.60E-05,4.80E-05,1.60E-05,0.703803,1.60E-05,4.80E-05,1.60E-05,6.40E-05,0.000145,1.60E-05,6.40E-05,6.40E-05,1.60E-05,0.000129,9.60E-05,4.80E-05,1.60E-05,0.000113,0.703803,0.000273,6.40E-05,9.60E-05,0.000129,8.00E-05,1.60E-05,1.60E-05,4.80E-05,1.60E-05,1.60E-05,3.20E-05,1.60E-05,8.00E-05,3.20E-05,1.60E-05,4.80E-05,0.703803,0.000113,6.40E-05,0.703803,0.000113,0.000321,0.000916,1.60E-05,8.00E-05,0.000161,1.60E-05,6.40E-05,4.80E-05,0.703803,1.60E-05,1.60E-05,4.80E-05,4.80E-05,1.60E-05,3.20E-05,8.00E-05,6.40E-05,4.80E-05,0.703803,1.60E-05,8.00E-05,0.001591,0.000225,1.60E-05,0.000129,0.000129,1.60E-05,succ
大宋之神箭无敌,0.000844,0.000305,0.000503,0.000287,0.000251,0.000413,7.20E-05,5.40E-05,0.000162,1.80E-05,7.20E-05,3.60E-05,0.000162,0.000108,0.000287,9.00E-05,9.00E-05,3.60E-05,0.000108,0.000198,7.20E-05,1.80E-05,0.000144,0.000144,5.40E-05,9.00E-05,0.000108,1.80E-05,1.80E-05,3.60E-05,0.000198,1.80E-05,5.40E-05,9.00E-05,0.000108,5.40E-05,0.000162,5.40E-05,7.20E-05,0.000126,5.40E-05,7.20E-05,1.80E-05,3.60E-05,0.70212,3.60E-05,3.60E-05,0.70212,1.80E-05,1.80E-05,0.000144,3.60E-05,3.60E-05,1.80E-05,7.20E-05,0.70212,0.00018,3.60E-05,0.000126,3.60E-05,3.60E-05,0.000108,1.80E-05,3.60E-05,0.000126,0.70212,1.80E-05,0.000126,0.000126,3.60E-05,1.80E-05,3.60E-05,9.00E-05,3.60E-05,1.80E-05,3.60E-05,1.80E-05,3.60E-05,5.40E-05,0.000126,0.70212,3.60E-05,1.80E-05,3.60E-05,3.60E-05,5.40E-05,0.70212,1.80E-05,0.000826,0.000144,0.000126,9.00E-05,1.80E-05,7.20E-05,1.80E-05,0.000126,3.60E-05,0.70212,1.80E-05,9.00E-05,0.70212,9.00E-05,1.80E-05,0.000162,3.60E-05,5.40E-05,0.70212,9.00E-05,0.70212,5.40E-05,1.80E-05,0.70212,5.40E-05,3.60E-05,5.40E-05,3.60E-05,0.000126,0.000144,5.40E-05,5.40E-05,0.001581,0.000108,5.40E-05,0.70212,1.80E-05,0.70212,0.70212,3.60E-05,3.60E-05,0.70212,0.000108,0.000323,7.20E-05,0.000126,3.60E-05,0.70212,3.60E-05,1.80E-05,1.80E-05,1.80E-05,3.60E-05,0.70212,0.000126,3.60E-05,7.20E-05,1.80E-05,3.60E-05,0.70212,3.60E-05,1.80E-05,1.80E-05,3.60E-05,0.000198,5.40E-05,0.000862,3.60E-05,1.80E-05,0.000862,1.80E-05,0.000108,0.000216,3.60E-05,1.80E-05,1.80E-05,3.60E-05,3.60E-05,1.80E-05,1.80E-05,5.40E-05,9.00E-05,0.70212,1.80E-05,0.000126,0.00079,1.80E-05,0.000108,7.20E-05,0.000108,1.80E-05,3.60E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,7.20E-05,3.60E-05,5.40E-05,0.000719,0.70212,5.40E-05,0.000198,3.60E-05,3.60E-05,1.80E-05,7.20E-05,3.60E-05,1.80E-05,3.60E-05,3.60E-05,1.80E-05,succ
大宋之天子门生,0.000914,0.000259,0.000379,0.000328,0.000172,0.000172,0.000586,0.00019,0.000276,5.20E-05,0.00019,3.40E-05,0.000207,0.000241,0.000207,3.40E-05,0.000138,0.000138,0.000103,0.000121,0.000138,3.40E-05,0.000155,0.000103,5.20E-05,5.20E-05,0.000103,0.000121,0.000172,0.000155,0.000155,1.70E-05,0.000103,6.90E-05,6.90E-05,0.000138,0.000121,0.000121,0.000138,0.000138,0.000121,6.90E-05,3.40E-05,0.000207,0.00019,0.000103,1.70E-05,6.90E-05,1.70E-05,5.20E-05,0.000138,3.40E-05,1.70E-05,1.70E-05,1.70E-05,5.20E-05,0.000121,0.000155,0.000207,6.90E-05,5.20E-05,0.000741,3.40E-05,3.40E-05,0.000569,0.000121,6.90E-05,3.40E-05,0.000103,3.40E-05,1.70E-05,1.70E-05,0.000103,5.20E-05,0.000155,6.90E-05,0.000138,1.70E-05,5.20E-05,0.000172,0.704417,8.60E-05,1.70E-05,6.90E-05,3.40E-05,1.70E-05,1.70E-05,0.00031,0.000741,0.00031,0.000138,3.40E-05,1.70E-05,1.70E-05,8.60E-05,0.000138,0.704417,0.704417,5.20E-05,1.70E-05,0.000138,6.90E-05,1.70E-05,3.40E-05,0.704417,1.70E-05,1.70E-05,0.000138,3.40E-05,3.40E-05,1.70E-05,0.000345,0.704417,0.000103,3.40E-05,3.40E-05,1.70E-05,0.000431,5.20E-05,1.70E-05,0.001465,0.000121,1.70E-05,6.90E-05,0.000172,0.704417,0.704417,1.70E-05,1.70E-05,1.70E-05,5.20E-05,5.20E-05,1.70E-05,8.60E-05,3.40E-05,1.70E-05,6.90E-05,5.20E-05,1.70E-05,3.40E-05,3.40E-05,0.000172,1.70E-05,0.000103,0.704417,0.000121,1.70E-05,1.70E-05,1.70E-05,3.40E-05,6.90E-05,1.70E-05,8.60E-05,0.000259,0.000276,0.000103,0.00019,0.000276,0.704417,8.60E-05,1.70E-05,3.40E-05,3.40E-05,1.70E-05,1.70E-05,1.70E-05,5.20E-05,8.60E-05,0.704417,1.70E-05,1.70E-05,1.70E-05,8.60E-05,0.000483,1.70E-05,8.60E-05,1.70E-05,8.60E-05,3.40E-05,3.40E-05,1.70E-05,0.704417,3.40E-05,1.70E-05,0.704417,5.20E-05,3.40E-05,0.00019,0.704417,0.704417,0.000431,5.20E-05,3.40E-05,3.40E-05,0.001621,3.40E-05,1.70E-05,3.40E-05,8.60E-05,6.90E-05,succ
大隋帝国风云,0.001344,0.00097,2.50E-05,0.000124,0.000323,0.000323,0.000149,7.50E-05,0.000149,5.00E-05,0.000199,2.50E-05,0.0001,0.000249,7.50E-05,0.000199,0.000249,5.00E-05,0.0001,0.000174,2.50E-05,2.50E-05,0.000124,0.0001,0.0001,7.50E-05,0.000224,0.000224,0.704798,2.50E-05,0.0001,0.000124,0.0001,7.50E-05,7.50E-05,0.000124,7.50E-05,0.000224,0.000149,0.000124,0.000174,0.000199,7.50E-05,0.704798,0.000274,2.50E-05,0.704798,0.000174,5.00E-05,2.50E-05,2.50E-05,2.50E-05,0.00214,0.704798,7.50E-05,2.50E-05,0.00112,0.0001,5.00E-05,2.50E-05,5.00E-05,0.000672,0.0001,7.50E-05,2.50E-05,0.704798,2.50E-05,0.0001,2.50E-05,0.000124,2.50E-05,0.0001,0.000224,2.50E-05,5.00E-05,5.00E-05,2.50E-05,0.0001,5.00E-05,0.0001,2.50E-05,2.50E-05,0.000199,0.000174,2.50E-05,0.000423,2.50E-05,0.000124,0.000672,7.50E-05,5.00E-05,5.00E-05,2.50E-05,0.000149,2.50E-05,0.0001,0.704798,0.704798,7.50E-05,5.00E-05,0.704798,0.000174,2.50E-05,0.704798,0.704798,7.50E-05,0.704798,2.50E-05,0.704798,5.00E-05,0.000124,2.50E-05,5.00E-05,0.0001,2.50E-05,0.000149,0.0001,2.50E-05,0.0001,5.00E-05,0.00214,5.00E-05,0.000149,5.00E-05,2.50E-05,0.704798,7.50E-05,0.0001,2.50E-05,5.00E-05,2.50E-05,0.000199,0.000149,0.000124,7.50E-05,0.000199,2.50E-05,0.704798,2.50E-05,0.704798,7.50E-05,2.50E-05,0.0001,2.50E-05,0.704798,0.000398,5.00E-05,0.000149,5.00E-05,5.00E-05,2.50E-05,0.704798,0.000323,5.00E-05,2.50E-05,7.50E-05,0.000224,2.50E-05,0.000274,5.00E-05,7.50E-05,5.00E-05,0.0001,2.50E-05,7.50E-05,0.704798,7.50E-05,2.50E-05,0.704798,0.000149,0.704798,0.704798,5.00E-05,0.000348,0.000174,5.00E-05,0.000174,0.000149,2.50E-05,5.00E-05,2.50E-05,0.704798,0.000224,2.50E-05,7.50E-05,7.50E-05,5.00E-05,2.50E-05,0.000149,0.704798,2.50E-05,0.704798,2.50E-05,0.000124,0.002041,2.50E-05,0.0001,2.50E-05,2.50E-05,2.50E-05,succ
大隋风云,0.000545,0.000511,0.000477,0.000426,0.000596,0.000102,0.000324,3.40E-05,0.000119,1.70E-05,0.000102,1.70E-05,0.000187,0.000119,0.000153,0.000136,0.000238,3.40E-05,0.000238,0.000136,3.40E-05,5.10E-05,5.10E-05,5.10E-05,1.70E-05,6.80E-05,0.000221,0.000204,0.000136,1.70E-05,3.40E-05,1.70E-05,0.000102,0.000136,0.000238,0.000136,0.00017,1.70E-05,0.000119,6.80E-05,8.50E-05,0.000443,1.70E-05,5.10E-05,0.000102,0.000102,1.70E-05,5.10E-05,1.70E-05,8.50E-05,3.40E-05,1.70E-05,1.70E-05,8.50E-05,5.10E-05,1.70E-05,3.40E-05,0.000204,5.10E-05,8.50E-05,0.000119,0.001704,1.70E-05,8.50E-05,3.40E-05,1.70E-05,5.10E-05,1.70E-05,5.10E-05,8.50E-05,6.80E-05,0.000119,0.000102,5.10E-05,1.70E-05,5.10E-05,8.50E-05,8.50E-05,6.80E-05,5.10E-05,0.71176,3.40E-05,6.80E-05,3.40E-05,1.70E-05,8.50E-05,1.70E-05,0.71176,8.50E-05,5.10E-05,6.80E-05,3.40E-05,0.000221,3.40E-05,1.70E-05,5.10E-05,1.70E-05,0.000153,5.10E-05,3.40E-05,0.71176,0.000136,1.70E-05,0.71176,8.50E-05,3.40E-05,0.71176,0.71176,1.70E-05,8.50E-05,6.80E-05,0.71176,0.000102,0.000102,0.000153,3.40E-05,1.70E-05,0.000341,1.70E-05,1.70E-05,0.000358,0.000102,0.000256,0.000204,5.10E-05,1.70E-05,0.000102,8.50E-05,6.80E-05,6.80E-05,5.10E-05,5.10E-05,3.40E-05,3.40E-05,3.40E-05,6.80E-05,1.70E-05,6.80E-05,1.70E-05,1.70E-05,3.40E-05,0.000119,5.10E-05,0.71176,0.000136,0.000102,5.10E-05,0.000119,3.40E-05,6.80E-05,0.71176,8.50E-05,3.40E-05,0.000102,1.70E-05,1.70E-05,5.10E-05,1.70E-05,8.50E-05,3.40E-05,3.40E-05,3.40E-05,1.70E-05,5.10E-05,1.70E-05,1.70E-05,5.10E-05,1.70E-05,1.70E-05,0.000119,0.71176,1.70E-05,5.10E-05,3.40E-05,0.000136,3.40E-05,0.000136,5.10E-05,1.70E-05,3.40E-05,3.40E-05,3.40E-05,0.000119,5.10E-05,3.40E-05,8.50E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,8.50E-05,3.40E-05,0.71176,0.00121,0.000102,0.000102,5.10E-05,5.10E-05,0.000102,succ
